episode:1, reward: -50, mean reward: -4.71, score: -47.06290235175012, epsilon: 0.9902088059587222, total steps: 519
episode:256, reward: -50, mean reward: -10.08, score: -50.4145627839449, epsilon: 0.9581067925215074, total steps: 2256
episode:257, reward: -50, mean reward: -6.43, score: -51.4360348483287, epsilon: 0.957961507057851, total steps: 2264
episode:258, reward: -50, mean reward: -4.66, score: -46.56623206271812, epsilon: 0.9577799329144591, total steps: 2274
episode:259, reward: -50, mean reward: -8.29, score: -49.76624357256463, epsilon: 0.9576710058582634, total steps: 2280
episode:260, reward: -50, mean reward: -6.53, score: -52.22155162057733, epsilon: 0.9575257901148952, total steps: 2288
episode:261, reward: -50, mean reward: -16.75, score: -50.26039471939538, epsilon: 0.9574713402010022, total steps: 2291
episode:262, reward: -50, mean reward: -16.73, score: -50.1825059456299, epsilon: 0.9574168935540058, total steps: 2294
episode:263, reward: -50, mean reward: -16.73, score: -50.18406792251477, epsilon: 0.9573624501737104, total steps: 2297
episode:264, reward: -50, mean reward: -5.24, score: -47.1953324176431, epsilon: 0.9571991396310688, total steps: 2306
episode:265, reward: -50, mean reward: -6.16, score: -49.25441166760082, epsilon: 0.9570539993802577, total steps: 2314
episode:266, reward: -50, mean reward: -16.73, score: -50.19599707703284, epsilon: 0.9569995777729594, total steps: 2317
episode:267, reward: -50, mean reward: -16.79, score: -50.36566895032567, epsilon: 0.9569451594308596, total steps: 2320
episode:268, reward: -50, mean reward: -12.33, score: -49.30276716956236, epsilon: 0.9568726067202522, total steps: 2324
episode:269, reward: -50, mean reward: -16.76, score: -50.26892653369863, epsilon: 0.956818195996187, total steps: 2327
episode:270, reward: -50, mean reward: -4.8, score: -48.02456116346893, epsilon: 0.9566368504921426, total steps: 2337
episode:271, reward: -50, mean reward: -4.9, score: -48.960083017637864, epsilon: 0.9564555412535725, total steps: 2347
episode:272, reward: -50, mean reward: -4.66, score: -46.58475563472976, epsilon: 0.956274268273224, total steps: 2357
episode:273, reward: -50, mean reward: -3.97, score: -47.5908349209226, epsilon: 0.9560567885474495, total steps: 2369
episode:274, reward: -50, mean reward: -16.74, score: -50.21210837810095, epsilon: 0.9560024267710062, total steps: 2372
episode:275, reward: -50, mean reward: -6.33, score: -50.607483307721566, epsilon: 0.9558574779789355, total steps: 2380
episode:276, reward: -50, mean reward: -6.41, score: -51.31492055544048, epsilon: 0.9557125523768161, total steps: 2388
episode:277, reward: -50, mean reward: -16.73, score: -50.195920150662275, epsilon: 0.9556582112539236, total steps: 2391
episode:278, reward: -50, mean reward: -1.83, score: -43.90839485483589, epsilon: 0.9552235996276566, total steps: 2415
episode:279, reward: -50, mean reward: -16.73, score: -50.18537441529487, epsilon: 0.9551692878410487, total steps: 2418
episode:280, reward: -50, mean reward: -3.83, score: -49.765529528594946, epsilon: 0.9549339744182807, total steps: 2431
episode:281, reward: -50, mean reward: -8.05, score: -48.32032934730135, epsilon: 0.9548253888566144, total steps: 2437
episode:282, reward: -50, mean reward: -2.31, score: -46.27418403691216, epsilon: 0.9544635310774524, total steps: 2457
episode:283, reward: -50, mean reward: -6.4, score: -51.199172333479495, epsilon: 0.9543188284889957, total steps: 2465
episode:284, reward: -50, mean reward: -16.74, score: -50.20920852964805, epsilon: 0.9542645709870278, total steps: 2468
episode:285, reward: -50, mean reward: -8.31, score: -49.88378635420597, epsilon: 0.9541560657489538, total steps: 2474
episode:286, reward: -50, mean reward: -9.96, score: -49.816926267396255, epsilon: 0.9540656546630086, total steps: 2479
episode:287, reward: -50, mean reward: -4.77, score: -47.68549144868763, epsilon: 0.9538848596121837, total steps: 2489
episode:288, reward: -50, mean reward: -4.91, score: -49.07942593587379, epsilon: 0.9537041007167534, total steps: 2499
episode:289, reward: -50, mean reward: -16.73, score: -50.18228998221707, epsilon: 0.9536498800973452, total steps: 2502
episode:290, reward: -50, mean reward: -4.42, score: -53.045027824289434, epsilon: 0.9534330301491565, total steps: 2514
episode:291, reward: -50, mean reward: -9.79, score: -48.97285701938664, epsilon: 0.9533426913631562, total steps: 2519
episode:292, reward: -50, mean reward: -10.01, score: -50.05301457582371, epsilon: 0.9532523616105828, total steps: 2524
episode:293, reward: -50, mean reward: -16.73, score: -50.185373168306484, epsilon: 0.9531981680947078, total steps: 2527
episode:294, reward: -50, mean reward: -12.32, score: -49.276517060951804, epsilon: 0.9531259151314173, total steps: 2531
episode:295, reward: -50, mean reward: -4.24, score: -50.91467716827236, epsilon: 0.9529091909197315, total steps: 2543
episode:296, reward: -50, mean reward: -16.75, score: -50.24718757161423, epsilon: 0.9528550179934803, total steps: 2546
episode:297, reward: -50, mean reward: -6.28, score: -50.215176444619345, epsilon: 0.9527105727465293, total steps: 2554
episode:298, reward: -50, mean reward: -16.8, score: -50.412331408044196, epsilon: 0.952656411737011, total steps: 2557
episode:299, reward: -50, mean reward: -12.37, score: -49.46189408159768, epsilon: 0.9525842021124955, total steps: 2561
episode:300, reward: -50, mean reward: -9.72, score: -48.59866639894, epsilon: 0.952493948205055, total steps: 2566
episode:301, reward: -50, mean reward: -16.76, score: -50.267971937361935, epsilon: 0.9524398001926192, total steps: 2569
episode:302, reward: -50, mean reward: -9.98, score: -49.88744445075301, epsilon: 0.9523495607246485, total steps: 2574
episode:303, reward: -50, mean reward: -10.01, score: -50.0428835100455, epsilon: 0.9522593302801735, total steps: 2579
episode:304, reward: -50, mean reward: -8.07, score: -48.41881711188627, epsilon: 0.9521510656565472, total steps: 2585
episode:305, reward: -50, mean reward: -16.75, score: -50.24718780752346, epsilon: 0.9520969382164471, total steps: 2588
episode:306, reward: -50, mean reward: -16.75, score: -50.24727376175478, epsilon: 0.9520428140238963, total steps: 2591
episode:307, reward: -50, mean reward: -16.75, score: -50.25225456054345, epsilon: 0.9519886930786994, total steps: 2594
episode:308, reward: -50, mean reward: -9.73, score: -48.6597395692541, epsilon: 0.9518984987191846, total steps: 2599
episode:309, reward: -50, mean reward: -16.8, score: -50.38924684482656, epsilon: 0.9518443864326463, total steps: 2602
episode:310, reward: -50, mean reward: -16.73, score: -50.18407448763814, epsilon: 0.9517902773927478, total steps: 2605
episode:311, reward: -50, mean reward: -12.32, score: -49.28028280554413, epsilon: 0.9517181370562083, total steps: 2609
episode:312, reward: -50, mean reward: -8.01, score: -48.031507932320565, epsilon: 0.9516099373718725, total steps: 2615
episode:313, reward: -50, mean reward: -4.49, score: -49.41979893981344, epsilon: 0.9514116050030111, total steps: 2626
episode:314, reward: -50, mean reward: -16.73, score: -50.189697113087476, epsilon: 0.9513575219292194, total steps: 2629
episode:315, reward: -50, mean reward: -1.93, score: -50.080117264329544, epsilon: 0.950888937860233, total steps: 2655
episode:316, reward: -50, mean reward: -10.05, score: -50.25508009141424, epsilon: 0.9507988534707414, total steps: 2660
episode:317, reward: -50, mean reward: -8.27, score: -49.64387865072662, epsilon: 0.9506907640938174, total steps: 2666
episode:318, reward: -50, mean reward: -16.81, score: -50.43716866420107, epsilon: 0.9506367242691827, total steps: 2669
episode:319, reward: -50, mean reward: -8.06, score: -48.37131743446196, epsilon: 0.9505286543465954, total steps: 2675
episode:320, reward: -50, mean reward: -4.25, score: -46.71463114899369, epsilon: 0.9503305598338345, total steps: 2686
episode:321, reward: -50, mean reward: -9.97, score: -49.86033463941513, epsilon: 0.9502405312793539, total steps: 2691
episode:322, reward: -50, mean reward: -7.99, score: -47.93134914484372, epsilon: 0.9501325088970729, total steps: 2697
episode:323, reward: -50, mean reward: -2.1, score: -46.275084772178076, epsilon: 0.949736537713207, total steps: 2719
episode:324, reward: -50, mean reward: -9.98, score: -49.9069314253376, epsilon: 0.9496465685579685, total steps: 2724
episode:325, reward: -50, mean reward: -2.29, score: -45.87062652440271, epsilon: 0.9492867818926755, total steps: 2744
episode:326, reward: -50, mean reward: -16.76, score: -50.26616103953481, epsilon: 0.9492328263044457, total steps: 2747
episode:327, reward: -50, mean reward: -16.76, score: -50.267500819267, epsilon: 0.9491788739534541, total steps: 2750
episode:328, reward: -50, mean reward: -2.73, score: -46.33746397852391, epsilon: 0.9488732051029591, total steps: 2767
episode:329, reward: -50, mean reward: -16.81, score: -50.43712779375757, epsilon: 0.9488192743285925, total steps: 2770
episode:330, reward: -50, mean reward: -16.7, score: -50.10029490885324, epsilon: 0.948765346789975, total steps: 2773
episode:331, reward: -50, mean reward: -6.1, score: -48.826086022570095, epsilon: 0.9486215558380715, total steps: 2781
episode:332, reward: -50, mean reward: -16.72, score: -50.17448547867987, epsilon: 0.9485676401622077, total steps: 2784
episode:333, reward: -50, mean reward: -16.75, score: -50.25916628560685, epsilon: 0.9485137277211874, total steps: 2787
episode:334, reward: -50, mean reward: -16.73, score: -50.19828029952656, epsilon: 0.9484598185148165, total steps: 2790
episode:335, reward: -50, mean reward: -16.73, score: -50.18268282833377, epsilon: 0.948405912542901, total steps: 2793
episode:336, reward: -50, mean reward: -10.26, score: -51.320530206975846, epsilon: 0.9483160764435266, total steps: 2798
episode:337, reward: -50, mean reward: -9.73, score: -48.65895200965025, epsilon: 0.9482262493273128, total steps: 2803
episode:338, reward: -50, mean reward: -5.39, score: -48.51952121401231, epsilon: 0.948064583152826, total steps: 2812
episode:339, reward: -50, mean reward: -16.76, score: -50.273735082932575, epsilon: 0.9480107008943208, total steps: 2815
episode:340, reward: -50, mean reward: -4.05, score: -48.61341000343361, epsilon: 0.9477952041867455, total steps: 2827
episode:341, reward: -50, mean reward: -16.73, score: -50.18947523435915, epsilon: 0.9477413380904933, total steps: 2830
episode:342, reward: -50, mean reward: -16.73, score: -50.1968991038345, epsilon: 0.94768747522611, total steps: 2833
episode:343, reward: -50, mean reward: -6.14, score: -49.11728697395238, epsilon: 0.9475438567198607, total steps: 2841
episode:344, reward: -50, mean reward: -10.02, score: -50.098134088395426, epsilon: 0.9474541068217583, total steps: 2846
episode:345, reward: -50, mean reward: -2.88, score: -46.020099162471105, epsilon: 0.9471669674523248, total steps: 2862
episode:346, reward: -50, mean reward: -4.2, score: -50.437252859813306, epsilon: 0.9469516732164779, total steps: 2874
episode:347, reward: -50, mean reward: -9.92, score: -49.62143768176806, epsilon: 0.9468619825337652, total steps: 2879
episode:348, reward: -50, mean reward: -9.74, score: -48.67890764851039, epsilon: 0.9467723008196723, total steps: 2884
episode:349, reward: -50, mean reward: -5.57, score: -50.09647469948178, epsilon: 0.9466108963323643, total steps: 2893
episode:350, reward: -50, mean reward: -12.33, score: -49.33131457089394, epsilon: 0.9465391703297361, total steps: 2897
episode:351, reward: -50, mean reward: -2.22, score: -44.40608018189639, epsilon: 0.9461806263751757, total steps: 2917
episode:352, reward: -50, mean reward: -16.73, score: -50.188262236353054, epsilon: 0.946126857150686, total steps: 2920
episode:353, reward: -50, mean reward: -2.65, score: -47.671949115464, epsilon: 0.9458043095441646, total steps: 2938
episode:354, reward: -50, mean reward: -7.12, score: -49.85948691520818, epsilon: 0.9456789057193009, total steps: 2945
episode:355, reward: -50, mean reward: -4.98, score: -49.755391830346895, epsilon: 0.945499787850541, total steps: 2955
episode:356, reward: -50, mean reward: -10.12, score: -50.581629211110666, epsilon: 0.9454102423491056, total steps: 2960
episode:357, reward: -50, mean reward: -16.74, score: -50.20927867396888, epsilon: 0.9453565193462709, total steps: 2963
episode:358, reward: -50, mean reward: -6.95, score: -48.63248843679257, epsilon: 0.9452311782076468, total steps: 2970
episode:359, reward: -50, mean reward: -8.17, score: -49.04150014234982, epsilon: 0.9451237569116686, total steps: 2976
episode:360, reward: -50, mean reward: -4.38, score: -48.164522499063374, epsilon: 0.9449268513455544, total steps: 2987
episode:361, reward: -50, mean reward: -16.81, score: -50.43231202554426, epsilon: 0.9448731573453099, total steps: 2990
episode:362, reward: -50, mean reward: -16.83, score: -50.48392851463895, epsilon: 0.9448194665666086, total steps: 2993
episode:363, reward: -50, mean reward: -4.2, score: -50.42959543912896, epsilon: 0.9446047356633717, total steps: 3005
episode:364, reward: -50, mean reward: -16.77, score: -50.297954580017475, epsilon: 0.9445510609894883, total steps: 3008
episode:365, reward: -50, mean reward: -12.66, score: -50.62545232879879, epsilon: 0.9444794997670961, total steps: 3012
episode:366, reward: -50, mean reward: -12.28, score: -49.13264786805084, epsilon: 0.9444079442693729, total steps: 3016
episode:367, reward: -50, mean reward: -3.98, score: -47.758474026134294, epsilon: 0.9441933121196364, total steps: 3028
episode:368, reward: -50, mean reward: -9.71, score: -48.54619427047736, epsilon: 0.9441038972592419, total steps: 3033
episode:369, reward: -50, mean reward: -16.76, score: -50.2669984938361, epsilon: 0.9440502526347612, total steps: 3036
episode:370, reward: -50, mean reward: -5.55, score: -49.97046896206171, epsilon: 0.9438893380720321, total steps: 3045
episode:371, reward: -50, mean reward: -6.33, score: -50.64372194862841, epsilon: 0.9437463272191139, total steps: 3053
episode:372, reward: -50, mean reward: -4.28, score: -51.32461474736558, epsilon: 0.9435318538384164, total steps: 3065
episode:373, reward: -50, mean reward: -3.92, score: -47.05041300611458, epsilon: 0.943317431925154, total steps: 3077
episode:374, reward: -50, mean reward: -6.04, score: -48.28304013533266, epsilon: 0.9431745125698993, total steps: 3085
episode:375, reward: -50, mean reward: -16.73, score: -50.18106940139194, epsilon: 0.9431209237068271, total steps: 3088
episode:376, reward: -50, mean reward: -5.23, score: -47.07897130166524, epsilon: 0.9429601764082507, total steps: 3097
